,text,label
443,like most people here i have experienced significant weight gain since starting seroquel a few month ago to the point where i am considering changing med i have spoken to a couple of my doctor about this and the concern i have surrounding it but they seem to believe that it is not that bad that i need to gain weight anyway so i might a well let it happen while i do have a thin frame that is a natural thing putting on weight will not make me grow out i will just get a belly and it will not look good not to mention be unhealthy but because of this thin frame they refuse to give me anything to halt the weight gain is there anything i can do to change their mind or at least have something to stop the weight gain no matter how much i eat i will put on weight i went a few day without food and still put on weight imnot sure how bad it is going to get and i really need something to help,1
444,i got incredibly sick in and slowly came to term that my original plan for my life werent going to pan out since then ive been searching for something now my last semester of college im interning at a childrens art studio and i finally think im exactly where im meant to be,0
446,after having read about it i am just so disappointed that it is not acknowledged in the dsm for being too similar to ptsd even though from what i read complex ptsd occurs after year of repeated trauma typically during childhood and ha a much more profound impact than experiencing one traumatic event and getting ptsd from that because you developed while surrounded by trauma and cptsd is even acknowledged by the va a a real disorder and i am just confused a to if it is ever going to be acknowledged or not,1
447,me and my girlfriend have been together almost month now and honestly just having her in my life make everything time easier even when shes annoying the s outta me i cant help but love that girl to piece im going to marry her not that she know i think this for sure but shes the girl i want to spend the rest of my life with and personally that make me happy,0
468,i wa diagnosed with panic related agoraphobia a decade ago but it wa not a bad a this past year when i experienced the worst panic attack of my life it spiraled into health anxiety and trip to the er for my panic attack self harm relapse ect then i had family stress added on top of it i have not left the house in almost a month and that wa just to the pharmacy and i wa anxious and out of it with derealization the whole time only wanted to get back home i have a fear of being anxious in public i can not handle it anyone else,1
477,it snowing here not a big deal to most of the world but when you live in the deeeeep south and get snow it a big deal i love it it made me so happy to wake up to,0
478,so after month of being scared of getting a boy haircut i finally showed my mom type she picked out the one i wanted the least it is a undercut so hidden but i get the shorter hair and i had my first therapy session which i wa scared abt but i am excited to see her next week now i just need to get my grade up,0
479,i dont know how to be happy ive had the most ridiculously incredible life the past year and a half or so and all this happiness led to the ptsd coming out i just cant let myself be happy im supposed to be miserable it all im used to how do i get past this my life is amazing and great and beautiful and i dont want to die anymore but i dont know how to just be chill with it being so happy with my life is scaring the heck out of me,1
486,i dont remember when or why i set it to be that day but it showed up in my phone calendar a a reminder named kill yourself dec th is my th birthday i feel like it wa some kind of ultimatum probably for for me to make thing better but honestly after seeing that pop up on my phone it made me feel really down because nothing is better i only feel better about thing mostly due to sheer ignorance and neglect which in itself make thing worse my circumstance are the same a theyve always been my perspective ha changed for the good or bad but when looking at thing objectively it make me want hurt myself a punishment at least ignorance prevents me from suicide,1
487,just started my new class a a sophomore in high school been struggling with depression and anxiety quite bad this year i have like a group of like ish close friend i like them for the most part but this year especially i make up excuse a lot because i do not feel like doing anything a much a i hate school it at least forced me to socialize with them and be le isolated but with this new quarter i have none of them in any of my class i feel like this could be detrimental for my mental health and push me into an even worse depressed state and isolate me further a much a i sometimes do not feel like socializing i know it is good for me this is not going to be good,1
494,i wa just diagnosed with schizophrenia this year there is not much information about it and there a lot of stigma arou d it i have had people think i am faking or that i am dangerous i want to share my experience with people and teach people who are curious about schizophrenia,1
503,numetal rock alt punk emo grunge help suggestion and why you love,0
506,ive been an adult my whole life i always had to be just to survive i feel the little girl inside of me but im angry shes still here my life is good now why cant she just leave but i know she cant and im told i have to love her because she got me through it all but all i can feel is resentment that she continues to hold me back,1
512,i know lot of people say that they have no motivation but those people still do thing they still function to some degree i just do not i barely leave the house do not bother with school do not bother with any sort of study i just spend my life in bed or in front of a computer screen and i do not ever see that changing until i finally manage to kill myself i have tried many many thing over the year to try and help me nothing doe shit exercise doe not help medication doe not help no matter which one i try sleep doe not help eating right is something i have always done it doe not help meditation or any mindfulness shit make me worse therapy is just a place for me to realise i am selfish and extremely weak nothing help i just see no reason in trying anymore for year i hoped it would improve,1
515,there is a hurricane outside my window but i do not have to worry about anything our city housewalls are strong the infrastructure is working i appreciate the feeling of safety right now,0
516,a part of my maed program i get to work at the local school district my student have shown me just how bright the next generation of people are and it ha only reaffirmed that i made the right career move plus they love my tattoo,0
518,tonight i bought myself a baby froggy his name is beepy and he really cheered me up engineering school is tough so little thing like this make me feel so much better when i put him in the tank with my other two frog bappy and bippy he started singing,0
523,i took today off school my depression is just too much to deal with yesterday i cut about time at different time of day at school last year my parent forced me to take week off school after i made a suicide attempt and this actually helped me pull my act together and halfway through being off school i went clean from self harm for a month and a half of course i eventually relapsed and get caught back up in my addiction daily cutting and burning i wa supposed to go to a mental hospital last week but they all have a waiting list of at least week so i have to wait until th of march until i can get into one,1
528,i want so much for myself but i just can not seem to get motivated towards anything it is like i have completely given up without actually dying i want love i want to he happy and healthy i want a good job and i want a good group of friend but i know deep in my heart that it is not going to happen i do not know why i do not know how to fix myself and i do not know how to get better i do not know where to go from here,1
530,my girlfriend gaze and company make me very happy met her year ago,0
531,hi everyone i am trying to get a plan together to take care of my mental illness i live at home with my mom and dad so obviously they need to be part of it however they are very not understanding about mental illness at all i have tried to explain to them over and over that the cure for bipolar is not just toughen up i have tried educating them on the disorder but they think mental illness research is a bunch of liberal propaganda i do not know how to deal with them they are not supportive of me trying to find therapy or any help for this disorder a lot of time i think it might be necessary to move out from them,1
532,this new medication wellbutrin ha me moving in my sleep a lot i have kicked my leg when i wa covered in bug punched my partner when i wa actually punching my step dad last night i dreamed of my ex i came home for the day and i wa excited to see him i ran up and tried to give him a hug and he stopped me i asked why i could not hug him and he said he did not want to and continued walking,1
533,my ex emotionally abused me last year which caused the development of ptsd and depression i couldnt stand living in my mom house anymore so i moved in with my dad his neighbor ended up sexually assaulting me and when i told someone i got called a liar and a feminist trying to ruin someone life i lived there for a few month and attempted suicide multiple time requiring multiple hospitalization my dad ex and my sister make fun of my condition and call me an attention seeker so i moved back in with my mom and all i can think about is ending my life ive had to stop going to school and work because i couldnt function a a human being and my life is going nowhere i used to be happy before all this,1
537,slept till pm and then just laid here i know if i move the anxiety will start fuck this,1
546,hi all so ive been depressed my whole life and this last year ha been really bad so much so i even lost my job last week anyway i emailed my doctor to ask about weening off the effexor ive been on since i wont be able to get it anymore and she want me to go to a psychiatrist for a psychological evaluation she called in the referral today,1
549,under lb for the first time in my adult life finally got that pack ive always wanted,0
551,warning this is in no way medical advice i am not a doctor this is for informational purpose only i wanted to drop in here and write a post that i hope will help those who suffer from ptsd or developmental trauma i will tell you what ha and ha not worked for me over the past year of treatment i am going to break it down into section my symptom and past med therapeutic modality and social support i will then supply you with title to some topic and book which have helped,1
552,im in canada and it thanksgiving i would give anything to be in my bed right now but im doing this to make my family happy im going to dinner an hour away from home and i have no appetite from said anxiety and im feeling the nerve fuck,1
553,what is probably a really stupid thought just came to me a few minute ago i wa sitting on the couch in my back room and burnt my calf with a lighter my dog wa lying on his bed watching me and when i looked at him he looked kind of confused i do not want him suddenly thinking that fire is okay and safe because he saw me cooking my leg can animal tell that somethings wrong if they see someone doing it,1
554,a a human with hearing loss this thread made me happy didnt understand what happened and a lot of people explained to me,0
558,for the first time ever i feel so free around him every song reminds me of him i have not stopped smiling in two day my appetite is back and my apartment is clean my heart finally feel open and also safe it is been so long and he just make my heart flutter,0
576,first time being genuinely happy in awhile got my first hole in one in disc golf,0
577,military mom surprise daughter during school interview this literally made me cry,0
580,on a hard day this little guy kept me smiling,0
582,got the haircut i wanted it could of been higher but i like it,0
593,life is what happens to you and how you react to it,0
598,fought depression throughout college that put me behind gave myself a makeover and tackling with new confidence i feel good,0
599,after hour of labor i got to meet my son today is off to a crazy start but i cant wait to be the best husband and father possible,0
603,my family and i decided to postpone thanksgiving this year so that we could all eat together a a family i told my parent that i would like to do it so that they could kick back and relax they agreed skip forward to today and i wake up at am to start cooking the foodonly to find out that the food ha already been cooked by my parent i wa immediately frustrated i felt a bit betrayed i know how to do this stuff yet they seemingly do not trust me with it i held my tongue started making the pumpkin pie yet minute into it is baking time the crust burn i lost it i know i should not have and i know that it is literally a crust but i could not stand it,1
604,i have been in a horrible pattern of insomnia for a few week now i cant get out of it my psychiatrist had to take an emergency extended leave so i dont have a doctor at the moment my prescription of klonopin mgdaily ran out and im pretty sure i just went through a withdrawal from it because i spent the last few day feeling dead,1
605,after year of neglect due to poor mental health i am on my way to getting my teeth sorted i could not be happier,0
609,my issue is that negative automatic thought take over and i can not get away from them i get trapped in them and believe that they are the truth it is like i am possessed exorciststyle example i do not deserve good thing i deserve to be criticized i have no valuable skill etc,1
611,ptsd and valium withdrawal combo hurtin really bad anyone got some love for me anything,1
615,cbd oil medical marijuana or traditional psychiatrist prescribed medicine which method of medication work best for you,1
616,when my ex and i broke up i lost pound due to not eating not eating wa the only control that i felt i had i became obsessed with losing more weight ive gain a lot of it back now but a few day ago i tried vomiting what i ate i just feel like what i put into my body is the only sense of control that i have left do you think this is the beginning of an eating disorder if so what should i do thanks for any advice,1
617,ive got my birthday party tonight with most of my closest friend some of them i dont get to see a lot because of different school and my grade have been getting me down but this is something i had to look forward to x,0
620,i literally can hardly get myself to school in the morning and end up staying home more often than i should if i can actually get myself there i am alright although still depressed of course but i can usually make it through the day then anyone else like this we re just getting up is the hardest part,1
621,month off antidepressant and i am out of a a pit i thought unconquerable motivated exercising eating well making plan happy,0
627,i posted on here recently about how i wa choked by a student at work i work with student with autism and thought i might have developed ptsd well monday i wa officially diagnosed tuesday night the anxiety got so bad i had to go to the emergency room it ha become this incredibly overwhelming situation because of all the insurance stuff and the many different health care provider involved some of whom are worker comp and some of whom are not people are suggesting i get an attorney i have no family nearby i am almost out of money and i do not know how much i will get paid this month because i have missed so much work so i do not even know that i am going to be able to afford to get to all of my doctor and therapy appointment i do not drive due to a medical condition so i pretty much have to take lyftuber to all my appointment let alone pay rent or buy food,1
633,in honor of my twin sister all these new book got donated at our local library thanks to a donator they are all animal book a my sister wa an animal lover and hoped to be a vet someday im so happy,0
641,i wish i could shake this i do not laugh or joke or have any life to my voice anymore it always happens right after a huge emotional outburst and it drag on for day afterwards like that one outburst just sucked all the life out of me,1
642,here a picture of grass smiling to brighten up your day,0
644,sometimes i feel like what happened to me is not bad enough to have ptsd but sometimes it feel like the straw that broke the camel back i think what happened caused ptsd because i wa already not in a good mental health place please seek help if you are in that place it not to little to need help,1
