,text,label,word_count
470,like if i ever see an image of someone with their inner left forearm in view and it is completely unscarred i feel confused a to how they kept their arm like that or if i see girl in bikini at the beach with their thigh glistening in their clean majesty it make me realise how i will never look like that mainly because i am male but you get what i mean,1,73
208,ive always had depression and it gotten really bad this year it affecting every aspect of my life ive pushed most of my friend away barely been talking to my family my finance are a mess and worst of all my performance at work ha gotten really bad my bos is very hand off so no one knew how behind i had gotten what a mess id made of my work well last week i got a kidney stone and had to be out several day and when i wa gone they discovered how bad i wa doing ugh,1,99
290,so happy i wa able to donate double red blood today before the big game,0,15
319,for me personally my brother is i am and for a while i wa not sure if he knew about my depression or anxiety or psychosis or bipolar or anything and he probably thought that our cat really hated me for a while but recently i went to hospital for three week and my parent probably told him why my parent are horrible at not telling people about my issue he is fairly absent minded and generally get easily distracted and i would not be surprised if he did not know what self harm is but i have got scar all over and i have no idea what he think happened,1,111
331,when your state ha seen the least amount of sun in recorded history it is nice to wake up like this on a mini vacation sleeping in the living room of an airbnb,0,33
192,graduated two year ago had always dreamt about building my own battle station ive been working non stop and finally upgraded from my laptop and paid off my car and over half of student loan wiring is still clunky progress so far,0,42
606,after year of neglect due to poor mental health i am on my way to getting my teeth sorted i could not be happier,0,24
442,i am in the throe of horrible symptom right now and it only getting more out of hand how do i support my support i know im exhausting i know im so much work he perfect and great and wonderful im on duloxetine clonazepam for panic attack and prazosin for nightmare i go to emdr every monday but my trigger person texted me yesterday and i blocked them and disabled my insta but i am still so out of whack,1,80
380,hi there having a down day so instead of just wallowing all day i want to boost your karma and maybe mine in the process just leave a comment and i will up vote you post and maybe other commentsthreads of yours to hopefully make your day better i hope you have a better day than me also if anyone ha any advice for my other post same post different forum any comment would be appreciated,0,76
304,this issue is about sexuality and i find it very uncomfortable to talk about it in person but ive been told that it best that i do talk about it but idk how to do so without having an anxiety attack ive also been told if you dont feel awkward while talking to your therapist it aint working,1,58
238,idk if this count but my favorite thing about coming back from hard class and practice is my little wine glass of candy,0,23
501,in today video well look at technique to help you overcome nervousness and how to build your confidence when talking to people i will explain several technique that will help you overcome your fear of talking to others and at the end of this video i will give you a proven technique you can use now confidence nervous anxiety publicspeaking happinessnow,0,61
104,this week wa my first week at my new accounting job doing tax return i have never been so happy i feel like i have actually chosen the right path in life a someone who ha struggled with depression most of their life i cannot stop smiling,0,47
114,i posted on here a little while ago when i experienced a traumatic event in which i wa pinned down and choked by a student in the special education classroom i work in and i suspected i had developed ptsd i posted again after i wa officially diagnosed with ptsd last monday the anxiety is still pretty overwhelming i still can not work they had to up my ativan dosage and refer me to a psychiatrist because of concern that i may be developing panic disorder everything is a mess because between worker comp and my regular healthcare people there are so many people involved who have to be kept updated and have to communicate amongst each other in order for thing to run smoothly,1,125
155,i am a final semester mba student who just got placed in his first job with an annual usd package at a firm specializing in artificial intelligence,0,27
221,my cptsd stemmed from long standing and extremely harsh physical sexual and emotional abuse at the hand of my dad i have had some nightmare related to the trauma but a i get more into the therapy and whatnot i have just been having nightmare out of control,1,48
7,this wa yesterday sunrise isnt it beautiful i love when the sun rise,0,13
248,i am finding myself frequently fantasizing about brutally torchering people to death i have very specific mean of torture ripping off their nose with channel lock stomping on their face repeatedely cutting all their tendon so they can not even fight back i just imagine myself beating them to the point they are begging to be killed then i would do the same thing to their loved one just so they can also experience the psychological torment of seeing their loved one tortured to death after that i would them stare in the eye and kill them the blood the scream the pleading geninuinely brings my heart happiness i had the living shit beaten out of me a a kid,1,120
469,i wa diagnosed with panic related agoraphobia a decade ago but it wa not a bad a this past year when i experienced the worst panic attack of my life it spiraled into health anxiety and trip to the er for my panic attack self harm relapse ect then i had family stress added on top of it i have not left the house in almost a month and that wa just to the pharmacy and i wa anxious and out of it with derealization the whole time only wanted to get back home i have a fear of being anxious in public i can not handle it anyone else,1,110
335,i feel empty i dont have an appetite i dont want to get out of bed i dont want to breathe i dont have energy to do anything,1,28
456,well i had eventually had enough and told my parent they confronted him and his girlfriend about it but he lied and said he never did anything like that i had message on facebook to prove it but both him and his girlfriend said that i altered them using an app and wa just looking for attention my family remains friend with them and im no longer allowed near them for my own safety,1,74
328,but people usually are not like that right i think it would be so reassuring if someone loved me that much especially my fp i do not even know what my fp truly think of me since he is not a open about his feeling,1,45
320,i do not really know what else to say i already have depression anxiety and fucking ptsd and my nutritionist diagnosed me with anorexia and i just feel like a fucking mess right now like at this point it just feel ridiculous that i have so many issue and no i wa not misdiagnosed the only one im questioning is the anorexia diagnosis i just feel weird and confused,1,69
289,i had not seen him in about month and today in our appointment he told me that i am just wasting resource he doe not know what to do with me and nobody else doe either that they are doing everything i can but i am still just sitting around at home all day being a burden on everyone at this point he just think that i can not be cured but he still expects me to just get better he actually told me that one of the program i used to attend kicked me out because i wa so wasteful to them and that every time i seem to get better it doe not last and i just collapse even harder he doe not know how to help me and nobody else doe either maybe now killing myself actually make sense,1,142
140,they just taste amazing and i love making them so much idk why it make me so happy maybe the smell i have this curtain way of making them that i love so much first instead of using cooking spray on the pan i use butter to add to the flavour of the pancake i make the batter a normal then i add cinnamon into the batter once i put it onto the pan on the stove i put in white chocolate chip and sometimes blueberry lastly i serve them with blueberry ontop and some strawberry on the side and sometimes with whipcream i am eating the plate i just made now i can not wait to be able to make them for a boyfriendgirlfriend some day,0,127
213,we got our marriage license day until i marry my person,0,11
43,what can i do to make up for a friend after a have been an asshole it is her birthday in a few day pleease heelp mee i want to give her a gift btw,1,35
42,my brother and his fianc have announced that they are expecting i am so excited,0,15
73,after month of family drama two of my aunt came down to visit my fiance and i to take me dress shopping they wanted to make sure that through the negativity i still have a wonderful wedding process they caught this moment during brunch how lucky i am to be so loved,0,52
493,i got meningitis that put me in a coma with a million dollar bill and no insurance it ate up everything we saved to build our home including what we had saved for septic and a well weve been using a bucket for a toilet and hauling water to drink and cook after digging and scraping by for year we are finally getting donation on our go fund me for water and septic i wa so excited when i saw the first donation come in weve raised so far hopefully my kid can bathe at home and use a regular toilet this summer,0,103
587,ive heard many people say that it selfish for someone to commit suicide i thought that a long time ago too not gonna lie and i feel extremely bad for thinking that im sorry but when i planned mine i did it with out thinking clearly i wa blinded by the pain and sadness that i wa feeling at that time i wa having a panic attack that wasnt going away i wa shaking sweating and cry uncontrollably for hour straight i knew what i wa going to take i knew when i wa going to do it i knew everything but i couldnt control myself and i couldnt control the suicidal thought that were going through my head at that moment,1,122
66,a promised for ugfypxdez a picture of my three frog bippy bappy and beepy i got beepy last night the other two frog are already welcoming her into the family,0,30
11,can you force yourself to have anxiety just because you do not want to admit that you like the thought also can you have ocd thought without anxiety and doe that mean that they are not ocd thought and are actually your thought,1,43
199,i wa diagnosed with schizophrenia this year i have visual auditory and physical hallucination sometimes i believe my teeth are melting out of my head other time i believe people are going to kill and replace my family i have ton of hallucination some repeatedly show up a huge black bird a man that watch me and shadow people some physical hallucination include me tasting blood in my mouth or feeling pain from an imaginary knife stabbing me i am on medication and self medicate with cannabis,1,87
524,i took today off school my depression is just too much to deal with yesterday i cut about time at different time of day at school last year my parent forced me to take week off school after i made a suicide attempt and this actually helped me pull my act together and halfway through being off school i went clean from self harm for a month and a half of course i eventually relapsed and get caught back up in my addiction daily cutting and burning i wa supposed to go to a mental hospital last week but they all have a waiting list of at least week so i have to wait until th of march until i can get into one,1,124
488,just started my new class a a sophomore in high school been struggling with depression and anxiety quite bad this year i have like a group of like ish close friend i like them for the most part but this year especially i make up excuse a lot because i do not feel like doing anything a much a i hate school it at least forced me to socialize with them and be le isolated but with this new quarter i have none of them in any of my class i feel like this could be detrimental for my mental health and push me into an even worse depressed state and isolate me further a much a i sometimes do not feel like socializing i know it is good for me this is not going to be good,1,138
431,performing onstage is my happy place cliche but for all the negativity that happens in life getting up on that stage for minute is a real stress relief,0,28
259,i have come to the conclusion that it is not the alcohol that effect my cns and cause trigger but the shame i feel after,1,25
594,life is what happens to you and how you react to it,0,12
529,i want so much for myself but i just can not seem to get motivated towards anything it is like i have completely given up without actually dying i want love i want to he happy and healthy i want a good job and i want a good group of friend but i know deep in my heart that it is not going to happen i do not know why i do not know how to fix myself and i do not know how to get better i do not know where to go from here,1,96
640,i wa diagnosed with ptsd stpd and mdd when i wa twenty two i would like to go to community college by next year what would be the best course for me,1,32
83,depression wa barely even on my radar i knew it existed but i did not think it wa common or that i would ever deal with it i do not even know what i thought depression wa i might have just thought oh you are just sad a lot now i know how wrong i wa,1,56
393,i have had the weirdest feeling lately i do not want to do anything social but at the same time i want to do stuff the few thing i like to do i will do and then after feel like i wasted my time and it wa dumb i am just so conflicted i hate feeling this way,1,58
312,my daily routine lately that ha worked wonder also been repeating this mantra a i have severe anxiety dont worry about all of those what ifs thing arent a problem until theyre a problem the anxiety over what you might have done wrong or might do wrong or not actual problem that exist yet if they become a problem youll handle and solve them it okay youre all good and youre capable of whatever life throw at you,0,78
399,money make the world go round or doe it,0,9
79,op had to help the kid create an ig account,0,10
23,im completely done i really can take this anymore im just going to let my depression and anxiety consume me completely im not going to kill myself im just done trying,1,31
227,i always thought it wouldnt happen because getting a green card is so fricking complicated but a few day ago i learned that by getting a job in an embassy and living in the usa for five year you could enter the police academy and i have been happy ever since,0,51
336,ive started trying to write thing down more not necessarily journal but just writing down little idea i have in various notebook ive come to realize that when my ptsd is in full steam my handwriting is different im known in my familyfriend group for having great penmanship but now the handwriting doesnt even look close to before ill write a thought out and then rip it out of my notebook since it just doesnt look like i wrote it,1,80
370,im so happy about my body love yourself no matter how you look,0,13
236,a few week ago i wa on a train some guy got on about an hour into the ride of three hour with his girlfriend they sat down and she wa being quite loud so i looked over for a second instinctively and he shouted at me i just ignored him and went back to my music over the next half hour however i heard him muttering to his girlfriend about me they were sitting maybe seat in front of me so i could not hear too well he got up after a while to i would assume use the toilet and when he walked past me he wa glaring at me and even leered at me i wa quite afraid that he would be getting off at my stop and i wa not sure what to do so i held onto my bag securely and started going over all the scenario in my head that could happen what he wanted and everything like that,1,165
234,after a week off work with tonsillitis and a stressy week at work while recovering i am finally healthy enough to start knitting again,0,24
310,this dog at my school for feel good friday,0,9
256,everything i used to enjoy ha become worthless it all feel like a chore rather than a relaxing hobby nothing hold meaning nothing feel exciting everything feel dull and pointless i have tried everything to improve this but it doe not work do i just have to keep barely existing until i kill myself or wind up homeless there really is not any other way i see my life going,1,70
137,i am trying to learn how to program and it involves a lot of readingreasoningand just doing thing very fast i have noticed that i have a lot of difficulty distinguishing true and false which is the fundamental of programming when i come across something like not false my brainthoughts just freeze i notice this too when doing driving school lesson the instructor would say turn right or left and i would get confused sometimes doing the opposite or i would understand him but not quickly like there is a second delay between him saying turn left and me understanding that he said turn left and i need to turn left,1,111
274,just a reminder that we are not weak we feel more intensely and if normal people felt thing on the same level a u they probably would not be able to handle it but we live it every day we are so much tougher than we think,1,47
235,it is been a while since i have posted on my mental health thing on the surface have been going incredibly well i am losing weight driving lesson are going well and the i could been working in due time yet with all due respect i feel like a fucking wreck i feel like i am not good enough sure i dropped a considerable amount of weight but i still feel like crap i do not feel so great at all i feel small i fell mediocre i wanted to go to community college but i could not find a major i could not find anything that made me feel worth studying for i feel like shit because i had plan to someday rent property south of the border but the town i wanted had too much violence stemming from meth addict my fucking parent are bothering me about my idiot brother sure he is improving but he is so slow at getting thing done yet my parent want me to do their job and help raise their son,1,179
